      EF                  x                  y                  z                J0_x               J0_y               J0_z               J1_x               J1_y               J1_z               J2_x               J2_y               J2_z      
      12.086400           0.093341           0.106357       -2056.056872           0.000038          -0.000152          -2.072395          -0.000038           0.000219           8.743570           0.093340           0.106291       -2062.728047
      12.086600           0.093341           0.106357       -2056.056872           0.000038          -0.000152          -2.072395          -0.000038           0.000219           8.743570           0.093340           0.106291       -2062.728047
      12.086800           0.093341           0.106357       -2056.056872           0.000038          -0.000152          -2.072395          -0.000038           0.000219           8.743570           0.093340           0.106291       -2062.728047
      12.087000           0.092557           0.107280       -2075.233760           0.000038          -0.000152          -2.084517          -0.000029           0.000209           9.049963           0.092547           0.107223       -2082.199205
      12.087200           0.092557           0.107280       -2075.233760           0.000038          -0.000152          -2.084517          -0.000029           0.000209           9.049963           0.092547           0.107223       -2082.199205
      12.087400           0.092419           0.106718       -2070.373757           0.000038          -0.000149          -2.109949          -0.000023           0.000203           9.053916           0.092404           0.106664       -2077.317723
      12.087600           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.087800           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.088000           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.088200           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.088400           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.088600           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.088800           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.089000           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.089200           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.089400           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.089600           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.089800           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.090000           0.092450           0.107176       -2076.377235           0.000037          -0.000146          -2.123625          -0.000023           0.000201           8.998200           0.092435           0.107121       -2083.251810
      12.090200           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.090400           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.090600           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.090800           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.091000           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.091200           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.091400           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.091600           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.091800           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.092000           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.092200           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.092400           0.092400           0.107120       -2079.536083           0.000037          -0.000146          -2.128374          -0.000022           0.000202           9.077811           0.092385           0.107064       -2086.485520
      12.092600           2.241397           0.025668       -2078.838016           0.000035          -0.000139          -2.132330          -0.000506          -0.000124           9.086941           2.241868           0.025932       -2085.792628
      12.092800           2.241397           0.025668       -2078.838016           0.000035          -0.000139          -2.132330          -0.000506          -0.000124           9.086941           2.241868           0.025932       -2085.792628
      12.093000           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.093200           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.093400           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.093600           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.093800           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.094000           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.094200           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.094400           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.094600           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.094800           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.095000           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.095200           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.095400           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.095600           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.095800           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.096000           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.096200           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.096400           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.096600           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.096800           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.097000           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.097200           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.097400           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.097600           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.097800           2.241419           0.026039       -2080.290454           0.000035          -0.000140          -2.132008          -0.000505          -0.000129           9.091463           2.241889           0.026307       -2087.249909
      12.098000           2.147955          -0.096157         297.620386           0.000034          -0.000137          -2.213562          -0.000506          -0.000115           9.281673           2.148427          -0.095904         290.552274
      12.098200           2.147955          -0.096157         297.620386           0.000034          -0.000137          -2.213562          -0.000506          -0.000115           9.281673           2.148427          -0.095904         290.552274
      12.098400           2.147955          -0.096157         297.620386           0.000034          -0.000137          -2.213562          -0.000506          -0.000115           9.281673           2.148427          -0.095904         290.552274
      12.098600           2.147955          -0.096157         297.620386           0.000034          -0.000137          -2.213562          -0.000506          -0.000115           9.281673           2.148427          -0.095904         290.552274
      12.098800           2.147955          -0.096157         297.620386           0.000034          -0.000137          -2.213562          -0.000506          -0.000115           9.281673           2.148427          -0.095904         290.552274
      12.099000           2.147955          -0.096157         297.620386           0.000034          -0.000137          -2.213562          -0.000506          -0.000115           9.281673           2.148427          -0.095904         290.552274
      12.099200          -0.007086          -0.009899         294.010093           0.000036          -0.000145          -2.218746          -0.000026           0.000228           9.557938          -0.007097          -0.009983         286.670901
      12.099400          -0.007086          -0.009899         294.010093           0.000036          -0.000145          -2.218746          -0.000026           0.000228           9.557938          -0.007097          -0.009983         286.670901
      12.099600          -0.007086          -0.009899         294.010093           0.000036          -0.000145          -2.218746          -0.000026           0.000228           9.557938          -0.007097          -0.009983         286.670901
      12.099800          -0.007086          -0.009899         294.010093           0.000036          -0.000145          -2.218746          -0.000026           0.000228           9.557938          -0.007097          -0.009983         286.670901
      12.100000          -0.007086          -0.009899         294.010093           0.000036          -0.000145          -2.218746          -0.000026           0.000228           9.557938          -0.007097          -0.009983         286.670901
      12.100200          -0.007086          -0.009899         294.010093           0.000036          -0.000145          -2.218746          -0.000026           0.000228           9.557938          -0.007097          -0.009983         286.670901
      12.100400          -0.007086          -0.009899         294.010093           0.000036          -0.000145          -2.218746          -0.000026           0.000228           9.557938          -0.007097          -0.009983         286.670901
      12.100600          -0.007086          -0.009899         294.010093           0.000036          -0.000145          -2.218746          -0.000026           0.000228           9.557938          -0.007097          -0.009983         286.670901
      12.100800          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.101000          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.101200          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.101400          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.101600          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.101800          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.102000          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.102200          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.102400          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.102600          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.102800          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.103000          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.103200          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.103400          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.103600          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.103800          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.104000          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.104200          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.104400          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.104600          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.104800          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.105000          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.105200          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.105400          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.105600          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.105800          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.106000          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.106200          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.106400          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.106600          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.106800          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.107000          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.107200          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.107400          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.107600          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.107800          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.108000          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.108200          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.108400          -0.001741          -0.013607         103.853001           0.000036          -0.000145          -2.219357          -0.000026           0.000220           9.329448          -0.001751          -0.013682          96.742910
      12.108600          -0.001707          -0.013609         103.909176           0.000037          -0.000146          -2.228451          -0.000023           0.000218           9.278646          -0.001721          -0.013681          96.858980
      12.108800          -0.001707          -0.013609         103.909176           0.000037          -0.000146          -2.228451          -0.000023           0.000218           9.278646          -0.001721          -0.013681          96.858980
      12.109000          -0.001707          -0.013609         103.909176           0.000037          -0.000146          -2.228451          -0.000023           0.000218           9.278646          -0.001721          -0.013681          96.858980
      12.109200          -0.001707          -0.013609         103.909176           0.000037          -0.000146          -2.228451          -0.000023           0.000218           9.278646          -0.001721          -0.013681          96.858980
      12.109400          -0.001707          -0.013609         103.909176           0.000037          -0.000146          -2.228451          -0.000023           0.000218           9.278646          -0.001721          -0.013681          96.858980
      12.109600          -0.001707          -0.013609         103.909176           0.000037          -0.000146          -2.228451          -0.000023           0.000218           9.278646          -0.001721          -0.013681          96.858980
      12.109800          -0.001691          -0.013562         105.224453           0.000038          -0.000150          -2.240233          -0.000027           0.000209           9.250469          -0.001702          -0.013622          98.214217
      12.110000          -0.001691          -0.013562         105.224453           0.000038          -0.000150          -2.240233          -0.000027           0.000209           9.250469          -0.001702          -0.013622          98.214217
      12.110200          -0.001691          -0.013562         105.224453           0.000038          -0.000150          -2.240233          -0.000027           0.000209           9.250469          -0.001702          -0.013622          98.214217
      12.110400          -0.001691          -0.013562         105.224453           0.000038          -0.000150          -2.240233          -0.000027           0.000209           9.250469          -0.001702          -0.013622          98.214217
      12.110600          -0.001691          -0.013562         105.224453           0.000038          -0.000150          -2.240233          -0.000027           0.000209           9.250469          -0.001702          -0.013622          98.214217
      12.110800          -0.001691          -0.013562         105.224453           0.000038          -0.000150          -2.240233          -0.000027           0.000209           9.250469          -0.001702          -0.013622          98.214217
      12.111000          -0.001691          -0.013562         105.224453           0.000038          -0.000150          -2.240233          -0.000027           0.000209           9.250469          -0.001702          -0.013622          98.214217
      12.111200           0.037758           0.112977         114.383901           0.000041          -0.000144          -2.244372           0.000015           0.000300           9.250338           0.037703           0.112821         107.377935
      12.111400           0.037758           0.112977         114.383901           0.000041          -0.000144          -2.244372           0.000015           0.000300           9.250338           0.037703           0.112821         107.377935
      12.111600           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.111800           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.112000           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.112200           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.112400           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.112600           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.112800           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.113000           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.113200           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.113400           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.113600           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.113800           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.114000           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.114200           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.114400           0.037732           0.113134         113.957578           0.000041          -0.000145          -2.257803           0.000013           0.000302           9.215705           0.037678           0.112977         106.999675
      12.114600          -0.002409          -0.012861         114.058076           0.000038          -0.000150          -2.263443          -0.000023           0.000206           9.212772          -0.002424          -0.012917         107.108747
      12.114800          -0.002409          -0.012861         114.058076           0.000038          -0.000150          -2.263443          -0.000023           0.000206           9.212772          -0.002424          -0.012917         107.108747
      12.115000          -0.002409          -0.012861         114.058076           0.000038          -0.000150          -2.263443          -0.000023           0.000206           9.212772          -0.002424          -0.012917         107.108747
      12.115200          -0.002409          -0.012861         114.058076           0.000038          -0.000150          -2.263443          -0.000023           0.000206           9.212772          -0.002424          -0.012917         107.108747
      12.115400          -0.002408          -0.012911         114.351665           0.000038          -0.000149          -2.274201          -0.000025           0.000204           9.186154          -0.002421          -0.012966         107.439711
      12.115600          -0.002408          -0.012911         114.351665           0.000038          -0.000149          -2.274201          -0.000025           0.000204           9.186154          -0.002421          -0.012966         107.439711
      12.115800          -0.002408          -0.012911         114.351665           0.000038          -0.000149          -2.274201          -0.000025           0.000204           9.186154          -0.002421          -0.012966         107.439711
      12.116000          -0.002400          -0.012903         113.182754           0.000038          -0.000149          -2.286945          -0.000025           0.000200           9.145695          -0.002412          -0.012955         106.324005
      12.116200          -0.002400          -0.012903         113.182754           0.000038          -0.000149          -2.286945          -0.000025           0.000200           9.145695          -0.002412          -0.012955         106.324005
      12.116400          -0.002400          -0.012903         113.182754           0.000038          -0.000149          -2.286945          -0.000025           0.000200           9.145695          -0.002412          -0.012955         106.324005
      12.116600          -0.002400          -0.012903         113.182754           0.000038          -0.000149          -2.286945          -0.000025           0.000200           9.145695          -0.002412          -0.012955         106.324005
      12.116800          -0.002400          -0.012903         113.182754           0.000038          -0.000149          -2.286945          -0.000025           0.000200           9.145695          -0.002412          -0.012955         106.324005
      12.117000          -0.002400          -0.012903         113.182754           0.000038          -0.000149          -2.286945          -0.000025           0.000200           9.145695          -0.002412          -0.012955         106.324005
      12.117200          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.117400          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.117600          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.117800          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.118000          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.118200          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.118400          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.118600          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.118800          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.119000          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.119200          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.119400          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.119600          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.119800          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.120000          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.120200          -0.002664          -0.013511         115.329117           0.000038          -0.000148          -2.296923          -0.000024           0.000201           9.302237          -0.002678          -0.013564         108.323803
      12.120400          -0.001464          -0.010507          69.803054           0.000035          -0.000140          -2.312869          -0.000027           0.000219           9.017154          -0.001472          -0.010586          63.098769
      12.120600          -0.001464          -0.010507          69.803054           0.000035          -0.000140          -2.312869          -0.000027           0.000219           9.017154          -0.001472          -0.010586          63.098769
      12.120800          -0.001464          -0.010507          69.803054           0.000035          -0.000140          -2.312869          -0.000027           0.000219           9.017154          -0.001472          -0.010586          63.098769
      12.121000          -0.001464          -0.010507          69.803054           0.000035          -0.000140          -2.312869          -0.000027           0.000219           9.017154          -0.001472          -0.010586          63.098769
      12.121200          -0.001464          -0.010507          69.803054           0.000035          -0.000140          -2.312869          -0.000027           0.000219           9.017154          -0.001472          -0.010586          63.098769
      12.121400          -0.001464          -0.010507          69.803054           0.000035          -0.000140          -2.312869          -0.000027           0.000219           9.017154          -0.001472          -0.010586          63.098769
      12.121600          -0.001835          -0.010731          71.319753           0.000036          -0.000139          -2.320770          -0.000025           0.000220           8.880433          -0.001845          -0.010812          64.760090
      12.121800          -0.001835          -0.010731          71.319753           0.000036          -0.000139          -2.320770          -0.000025           0.000220           8.880433          -0.001845          -0.010812          64.760090
      12.122000          -0.001835          -0.010731          71.319753           0.000036          -0.000139          -2.320770          -0.000025           0.000220           8.880433          -0.001845          -0.010812          64.760090
      12.122200          -0.001835          -0.010731          71.319753           0.000036          -0.000139          -2.320770          -0.000025           0.000220           8.880433          -0.001845          -0.010812          64.760090
      12.122400          -0.001835          -0.010731          71.319753           0.000036          -0.000139          -2.320770          -0.000025           0.000220           8.880433          -0.001845          -0.010812          64.760090
      12.122600          -0.001835          -0.010731          71.319753           0.000036          -0.000139          -2.320770          -0.000025           0.000220           8.880433          -0.001845          -0.010812          64.760090
      12.122800          -0.001835          -0.010731          71.319753           0.000036          -0.000139          -2.320770          -0.000025           0.000220           8.880433          -0.001845          -0.010812          64.760090
      12.123000          -0.001835          -0.010731          71.319753           0.000036          -0.000139          -2.320770          -0.000025           0.000220           8.880433          -0.001845          -0.010812          64.760090
      12.123200          -0.001835          -0.010731          71.319753           0.000036          -0.000139          -2.320770          -0.000025           0.000220           8.880433          -0.001845          -0.010812          64.760090
