    0.0000    4.4262
    0.0500    4.4772
    0.1000    4.6292
    0.1500    4.8789
    0.2000    5.2206
    0.2500    5.6450
    0.3000    6.1377
    0.3500    6.6769
    0.4000    7.2297
    0.4500    7.7491
    0.5000    8.1790
    0.5500    8.4737
    0.6000    8.6219
    0.6500    8.6472
    0.7000    8.5881
    0.7500    8.4816
    0.8000    8.3578
    0.8500    8.2397
    0.9000    8.1439
    0.9500    8.0814
    1.0000    8.0603
    1.0433    8.0764
    1.0866    8.1237
    1.1299    8.2010
    1.1732    8.3061
    1.2165    8.4359
    1.2598    8.5866
    1.3031    8.7531
    1.3464    8.9295
    1.3897    9.1092
    1.4330    9.2845
    1.4763    9.4474
    1.5196    9.4640
    1.5629    9.3308
    1.6062    9.2573
    1.6495    9.2409
    1.6928    9.2759
    1.7361    9.3532
    1.7794    9.4615
    1.8227    9.5860
    1.8660    9.6995
    1.8910    9.6552
    1.9160    9.6114
    1.9410    9.5761
    1.9660    9.5192
    1.9910    9.4213
    2.0160    9.3096
    2.0410    9.1881
    2.0660    9.0603
    2.0910    8.9298
    2.1160    8.7998
    2.1410    8.6735
    2.1660    8.5534
    2.1910    8.4420
    2.2160    8.3415
    2.2410    8.2535
    2.2660    8.1795
    2.2910    8.1208
    2.3160    8.0782
    2.3410    8.0524
    2.3660    8.0438
    2.4014    8.0428
    2.4367    8.0381
    2.4721    8.0241
    2.5074    7.9905
    2.5428    7.9223
    2.5782    7.8009
    2.6135    7.6106
    2.6489    7.3483
    2.6842    7.0278
    2.7196    6.6729
    2.7549    6.3076
    2.7903    5.9509
    2.8256    5.6166
    2.8610    5.3141
    2.8964    5.0500
    2.9317    4.8290
    2.9671    4.6543
    3.0024    4.5280
    3.0378    4.4517
    3.0731    4.4262

    0.0000    4.5672
    0.0500    4.6183
    0.1000    4.7706
    0.1500    5.0218
    0.2000    5.3672
    0.2500    5.8003
    0.3000    6.3113
    0.3500    6.8865
    0.4000    7.5062
    0.4500    8.1428
    0.5000    8.7577
    0.5500    9.3029
    0.6000    9.2647
    0.6500    9.0080
    0.7000    8.7728
    0.7500    8.5648
    0.8000    8.3883
    0.8500    8.2471
    0.9000    8.1443
    0.9500    8.0822
    1.0000    8.0608
    1.0433    8.0768
    1.0866    8.1243
    1.1299    8.2019
    1.1732    8.3078
    1.2165    8.4388
    1.2598    8.5910
    1.3031    8.7597
    1.3464    8.9390
    1.3897    9.1222
    1.4330    9.3017
    1.4763    9.4693
    1.5196    9.5918
    1.5629    9.7076
    1.6062    9.7917
    1.6495    9.8413
    1.6928    9.8575
    1.7361    9.8445
    1.7794    9.8092
    1.8227    9.7598
    1.8660    9.7102
    1.8910    9.6975
    1.9160    9.6602
    1.9410    9.6000
    1.9660    9.5488
    1.9910    9.5288
    2.0160    9.5155
    2.0410    9.5081
    2.0660    9.5057
    2.0910    9.5075
    2.1160    9.5128
    2.1410    9.5206
    2.1660    9.5302
    2.1910    9.5407
    2.2160    9.5506
    2.2410    9.4651
    2.2660    9.3901
    2.2910    9.3305
    2.3160    9.2873
    2.3410    9.2610
    2.3660    9.2522
    2.4014    9.2369
    2.4367    9.1877
    2.4721    9.0956
    2.5074    8.9478
    2.5428    8.7329
    2.5782    8.4481
    2.6135    8.1026
    2.6489    7.7148
    2.6842    7.3057
    2.7196    6.8939
    2.7549    6.4939
    2.7903    6.1169
    2.8256    5.7708
    2.8610    5.4618
    2.8964    5.1942
    2.9317    4.9714
    2.9671    4.7958
    3.0024    4.6692
    3.0378    4.5928
    3.0731    4.5672

    0.0000   10.5984
    0.0500   10.6043
    0.1000   10.6145
    0.1500   10.6226
    0.2000   10.6333
    0.2500   10.6531
    0.3000   10.6852
    0.3500   10.6375
    0.4000   10.3785
    0.4500   10.1015
    0.5000    9.8184
    0.5500    9.5371
    0.6000    9.7306
    0.6500   10.0129
    0.7000   10.1553
    0.7500   10.1905
    0.8000   10.1595
    0.8500   10.0992
    0.9000   10.0375
    0.9500    9.9933
    1.0000    9.9766
    1.0433    9.9920
    1.0866   10.0374
    1.1299   10.1110
    1.1732   10.2098
    1.2165   10.3295
    1.2598   10.4642
    1.3031   10.6065
    1.3464   10.5752
    1.3897   10.2229
    1.4330    9.9149
    1.4763    9.6615
    1.5196    9.6185
    1.5629    9.7384
    1.6062    9.8251
    1.6495    9.8752
    1.6928    9.8893
    1.7361    9.8723
    1.7794    9.8319
    1.8227    9.7769
    1.8660    9.7202
    1.8910    9.7744
    1.9160    9.8482
    1.9410    9.9332
    1.9660   10.0296
    1.9910   10.1377
    2.0160   10.2577
    2.0410   10.3795
    2.0660   10.2705
    2.0910   10.1424
    2.1160   10.0137
    2.1410    9.8878
    2.1660    9.7675
    2.1910    9.6556
    2.2160    9.5552
    2.2410    9.5621
    2.2660    9.5714
    2.2910    9.5793
    2.3160    9.5853
    2.3410    9.5889
    2.3660    9.5902
    2.4014    9.5962
    2.4367    9.6139
    2.4721    9.6431
    2.5074    9.6831
    2.5428    9.7332
    2.5782    9.7923
    2.6135    9.8590
    2.6489    9.9320
    2.6842   10.0096
    2.7196   10.0900
    2.7549   10.1713
    2.7903   10.2515
    2.8256   10.3284
    2.8610   10.4001
    2.8964   10.4643
    2.9317   10.5192
    2.9671   10.5625
    3.0024   10.5909
    3.0378   10.6000
    3.0731   10.5984

    0.0000   10.6258
    0.0500   10.6254
    0.1000   10.6251
    0.1500   10.6274
    0.2000   10.6355
    0.2500   10.6536
    0.3000   10.6876
    0.3500   10.7418
    0.4000   10.8202
    0.4500   10.9267
    0.5000   11.0638
    0.5500   11.2321
    0.6000   11.3949
    0.6500   11.1045
    0.7000   10.8231
    0.7500   10.5747
    0.8000   10.3647
    0.8500   10.1973
    0.9000   10.0756
    0.9500   10.0017
    1.0000    9.9777
    1.0433    9.9931
    1.0866   10.0385
    1.1299   10.1123
    1.1732   10.2115
    1.2165   10.3318
    1.2598   10.4676
    1.3031   10.6112
    1.3464   10.7488
    1.3897   10.8802
    1.4330   10.9922
    1.4763   11.0034
    1.5196   10.7882
    1.5629   10.6373
    1.6062   10.5496
    1.6495   10.5210
    1.6928   10.5442
    1.7361   10.6086
    1.7794   10.7003
    1.8227   10.8016
    1.8660   10.8860
    1.8910   10.8572
    1.9160   10.8328
    1.9410   10.7903
    1.9660   10.7144
    1.9910   10.6214
    2.0160   10.5146
    2.0410   10.4078
    2.0660   10.5373
    2.0910   10.6950
    2.1160   10.8660
    2.1410   10.8997
    2.1660   10.9230
    2.1910   10.9459
    2.2160   10.9679
    2.2410   10.9879
    2.2660   11.0052
    2.2910   11.0195
    2.3160   11.0300
    2.3410   11.0364
    2.3660   11.0386
    2.4014   11.0453
    2.4367   11.0650
    2.4721   11.0974
    2.5074   11.1415
    2.5428   11.1936
    2.5782   11.0244
    2.6135   10.7546
    2.6489   10.5696
    2.6842   10.4706
    2.7196   10.4387
    2.7549   10.4504
    2.7903   10.4852
    2.8256   10.5269
    2.8610   10.5647
    2.8964   10.5928
    2.9317   10.6107
    2.9671   10.6202
    3.0024   10.6242
    3.0378   10.6255
    3.0731   10.6258

    0.0000   10.6569
    0.0500   10.6646
    0.1000   10.6959
    0.1500   10.7590
    0.2000   10.8509
    0.2500   10.9676
    0.3000   10.8951
    0.3500   10.7515
    0.4000   10.8237
    0.4500   10.9296
    0.5000   11.0669
    0.5500   11.2362
