   12.000000    -0.021114    -0.021551  -667.490194
   12.100000     0.016279    -0.046625   -75.287834
   12.200000    -0.013969    -0.035001   469.761522
   12.300000    -0.000340    -0.010381   584.582793
   12.400000    -0.003203    -0.002034   490.448207
   12.500000    -0.003061    -0.014481   393.912090
   12.600000    -0.008781    -0.004546   431.018138
   12.700000    -0.004056    -0.006632  1033.904759
   12.800000     0.010901    -0.029594   732.073307
   12.900000    -0.016353     0.000980   245.759588
   13.000000    -0.000649    -0.004041   478.574625
