  0.00000000E+00  0.12177253E+02
  0.11357076E-01  0.12177463E+02
  0.22714152E-01  0.12178573E+02
  0.34071228E-01  0.12180576E+02
  0.45428304E-01  0.12183464E+02
  0.56785380E-01  0.12187230E+02
  0.68142456E-01  0.12191863E+02
  0.79499532E-01  0.12197351E+02
  0.90856608E-01  0.12203680E+02
  0.10221368E+00  0.12210834E+02
  0.11357076E+00  0.12218796E+02
  0.12492784E+00  0.12227543E+02
  0.13628491E+00  0.12237053E+02
  0.14764199E+00  0.12247297E+02
  0.15899906E+00  0.12258243E+02
  0.17035614E+00  0.12269854E+02
  0.18171322E+00  0.12282085E+02
  0.19307029E+00  0.12294882E+02
  0.20442737E+00  0.12308181E+02
  0.21578444E+00  0.12321904E+02
  0.22714152E+00  0.12335948E+02
  0.23849860E+00  0.12350188E+02
  0.24985567E+00  0.12364455E+02
  0.26121275E+00  0.12378523E+02
  0.27256982E+00  0.12392086E+02
  0.28392690E+00  0.12404714E+02
  0.29528398E+00  0.12415811E+02
  0.30664105E+00  0.12424555E+02
  0.31799813E+00  0.12429874E+02
  0.32935520E+00  0.12430541E+02
  0.34071228E+00  0.12425455E+02
  0.35206936E+00  0.12414074E+02
  0.36342643E+00  0.12396653E+02
  0.37478351E+00  0.12374066E+02
  0.38614058E+00  0.12347391E+02
  0.39749766E+00  0.12317610E+02
  0.40885474E+00  0.12285501E+02
  0.42021181E+00  0.12251639E+02
  0.43156889E+00  0.12216441E+02
  0.44292596E+00  0.12180213E+02
  0.45428304E+00  0.12143181E+02
  0.46564012E+00  0.12105518E+02
  0.47699719E+00  0.12067357E+02
  0.48835427E+00  0.12028806E+02
  0.49971134E+00  0.11989953E+02
  0.51106842E+00  0.11950870E+02
  0.52242550E+00  0.11911623E+02
  0.53378257E+00  0.11872265E+02
  0.54513965E+00  0.11832850E+02
  0.55649672E+00  0.11793422E+02
  0.56785380E+00  0.11754028E+02
  0.57921088E+00  0.11714711E+02
  0.59056795E+00  0.11675517E+02
  0.60192503E+00  0.11636487E+02
  0.61328210E+00  0.11597667E+02
  0.62463918E+00  0.11559097E+02
  0.63599626E+00  0.11520818E+02
  0.64735333E+00  0.11482869E+02
  0.65871041E+00  0.11445287E+02
  0.67006748E+00  0.11408108E+02
  0.68142456E+00  0.11371366E+02
  0.69278164E+00  0.11335095E+02
  0.70413871E+00  0.11299328E+02
  0.71549579E+00  0.11264096E+02
  0.72685286E+00  0.11229431E+02
  0.73820994E+00  0.11195364E+02
  0.74956702E+00  0.11161924E+02
  0.76092409E+00  0.11129140E+02
  0.77228117E+00  0.11097041E+02
  0.78363824E+00  0.11065655E+02
  0.79499532E+00  0.11035007E+02
  0.80635240E+00  0.11005126E+02
  0.81770947E+00  0.10976035E+02
  0.82906655E+00  0.10947758E+02
  0.84042362E+00  0.10920320E+02
  0.85178070E+00  0.10893743E+02
  0.86313777E+00  0.10868047E+02
  0.87449485E+00  0.10843254E+02
  0.88585193E+00  0.10819384E+02
  0.89720900E+00  0.10796453E+02
  0.90856608E+00  0.10774480E+02
  0.91992315E+00  0.10753482E+02
  0.93128023E+00  0.10733474E+02
  0.94263731E+00  0.10714470E+02
  0.95399438E+00  0.10696485E+02
  0.96535146E+00  0.10679530E+02
  0.97670853E+00  0.10663618E+02
  0.98806561E+00  0.10648759E+02
  0.99942269E+00  0.10634964E+02
  0.10107798E+01  0.10622241E+02
  0.10221368E+01  0.10610600E+02
  0.10334939E+01  0.10600046E+02
  0.10448510E+01  0.10590588E+02
  0.10562081E+01  0.10582231E+02
  0.10675651E+01  0.10574980E+02
  0.10789222E+01  0.10568840E+02
  0.10902793E+01  0.10563814E+02
  0.11016364E+01  0.10559906E+02
  0.11129934E+01  0.10557117E+02
  0.11243505E+01  0.10555451E+02
  0.11357076E+01  0.10554909E+02
  0.11471088E+01  0.10554910E+02
  0.11585101E+01  0.10554971E+02
  0.11699113E+01  0.10555088E+02
  0.11813126E+01  0.10555254E+02
  0.11927138E+01  0.10555463E+02
  0.12041151E+01  0.10555708E+02
  0.12155163E+01  0.10555981E+02
  0.12269176E+01  0.10556272E+02
  0.12383188E+01  0.10556569E+02
  0.12497201E+01  0.10556858E+02
  0.12611213E+01  0.10557125E+02
  0.12725226E+01  0.10557353E+02
  0.12839238E+01  0.10557524E+02
  0.12953250E+01  0.10557618E+02
  0.13067263E+01  0.10557611E+02
  0.13181275E+01  0.10557481E+02
  0.13295288E+01  0.10557200E+02
  0.13409300E+01  0.10556742E+02
  0.13523313E+01  0.10556075E+02
  0.13637325E+01  0.10555168E+02
  0.13751338E+01  0.10553986E+02
  0.13865350E+01  0.10552491E+02
  0.13979363E+01  0.10550645E+02
  0.14093375E+01  0.10548406E+02
  0.14207388E+01  0.10545730E+02
  0.14321400E+01  0.10542570E+02
  0.14435413E+01  0.10538877E+02
  0.14549425E+01  0.10534599E+02
  0.14663437E+01  0.10529681E+02
  0.14777450E+01  0.10524068E+02
  0.14891462E+01  0.10517700E+02
  0.15005475E+01  0.10510514E+02
  0.15119487E+01  0.10502448E+02
  0.15233500E+01  0.10493437E+02
  0.15347512E+01  0.10483411E+02
  0.15461525E+01  0.10472304E+02
  0.15575537E+01  0.10460046E+02
  0.15689550E+01  0.10446566E+02
  0.15803562E+01  0.10431795E+02
  0.15917575E+01  0.10415664E+02
  0.16031587E+01  0.10398106E+02
  0.16145599E+01  0.10379057E+02
  0.16259612E+01  0.10358455E+02
  0.16373624E+01  0.10336244E+02
  0.16487637E+01  0.10312372E+02
  0.16601649E+01  0.10286795E+02
  0.16715662E+01  0.10259476E+02
  0.16829674E+01  0.10230386E+02
  0.16943687E+01  0.10199507E+02
  0.17057699E+01  0.10166830E+02
  0.17171712E+01  0.10132357E+02
  0.17285724E+01  0.10096103E+02
  0.17399737E+01  0.10058094E+02
  0.17513749E+01  0.10018367E+02
  0.17627761E+01  0.99769731E+01
  0.17741774E+01  0.99339720E+01
  0.17855786E+01  0.98894360E+01
  0.17969799E+01  0.98434471E+01
  0.18083811E+01  0.97960962E+01
  0.18197824E+01  0.97474823E+01
  0.18311836E+01  0.96977111E+01
