W                               1         0.0000000000      0.2500000000      0.7500000000      0.5000000000
L                             101         1.1357075986      0.5000000000      0.5000000000      0.5000000000
G                             223         2.5266596554      0.0000000000      0.0000000000      0.0000000000
X                             364         4.1327927443      0.5000000000      0.0000000000      0.5000000000
W                             435         4.9358592887      0.5000000000      0.2500000000      0.7500000000
G                             593         6.7315706725      0.0000000000      0.0000000000      0.0000000000
