  0.00000000E+00 -0.36672160E+01
  0.90386993E-02 -0.36669036E+01
  0.18077399E-01 -0.36659669E+01
  0.27116098E-01 -0.36644070E+01
  0.36154797E-01 -0.36622257E+01
  0.45193496E-01 -0.36594255E+01
  0.54232196E-01 -0.36560097E+01
  0.63270895E-01 -0.36519821E+01
  0.72309594E-01 -0.36473475E+01
  0.81348293E-01 -0.36421111E+01
  0.90386993E-01 -0.36362790E+01
  0.99425692E-01 -0.36298576E+01
  0.10846439E+00 -0.36228541E+01
  0.11750309E+00 -0.36152764E+01
  0.12654179E+00 -0.36071327E+01
  0.13558049E+00 -0.35984320E+01
  0.14461919E+00 -0.35891836E+01
  0.15365789E+00 -0.35793973E+01
  0.16269659E+00 -0.35690833E+01
  0.17173529E+00 -0.35582525E+01
  0.18077399E+00 -0.35469157E+01
  0.18981268E+00 -0.35350844E+01
  0.19885138E+00 -0.35227702E+01
  0.20789008E+00 -0.35099849E+01
  0.21692878E+00 -0.34967407E+01
  0.22596748E+00 -0.34830499E+01
  0.23500618E+00 -0.34689249E+01
  0.24404488E+00 -0.34543781E+01
  0.25308358E+00 -0.34394222E+01
  0.26212228E+00 -0.34240696E+01
  0.27116098E+00 -0.34083329E+01
  0.28019968E+00 -0.33922245E+01
  0.28923838E+00 -0.33757568E+01
  0.29827708E+00 -0.33589421E+01
  0.30731577E+00 -0.33417923E+01
  0.31635447E+00 -0.33243193E+01
  0.32539317E+00 -0.33065347E+01
  0.33443187E+00 -0.32884499E+01
  0.34347057E+00 -0.32700759E+01
  0.35250927E+00 -0.32514234E+01
  0.36154797E+00 -0.32325030E+01
  0.37058667E+00 -0.32133247E+01
  0.37962537E+00 -0.31938983E+01
  0.38866407E+00 -0.31742331E+01
  0.39770277E+00 -0.31543383E+01
  0.40674147E+00 -0.31342224E+01
  0.41578017E+00 -0.31138939E+01
  0.42481887E+00 -0.30933607E+01
  0.43385756E+00 -0.30726306E+01
  0.44289626E+00 -0.30517110E+01
  0.45193496E+00 -0.30306090E+01
  0.46097366E+00 -0.30093316E+01
  0.47001236E+00 -0.29878854E+01
  0.47905106E+00 -0.29662772E+01
  0.48808976E+00 -0.29445135E+01
  0.49712846E+00 -0.29226007E+01
  0.50616716E+00 -0.29005454E+01
  0.51520586E+00 -0.28783544E+01
  0.52424456E+00 -0.28560345E+01
  0.53328326E+00 -0.28335930E+01
  0.54232196E+00 -0.28110374E+01
  0.55136065E+00 -0.27883759E+01
  0.56039935E+00 -0.27656173E+01
  0.56943805E+00 -0.27427710E+01
  0.57847675E+00 -0.27198474E+01
  0.58751545E+00 -0.26968578E+01
  0.59655415E+00 -0.26738149E+01
  0.60559285E+00 -0.26507324E+01
  0.61463155E+00 -0.26276259E+01
  0.62367025E+00 -0.26045123E+01
  0.63270895E+00 -0.25814104E+01
  0.64174765E+00 -0.25583412E+01
  0.65078635E+00 -0.25353279E+01
  0.65982505E+00 -0.25123960E+01
  0.66886375E+00 -0.24895738E+01
  0.67790244E+00 -0.24668921E+01
  0.68694114E+00 -0.24443852E+01
  0.69597984E+00 -0.24220903E+01
  0.70501854E+00 -0.24000481E+01
  0.71405724E+00 -0.23783028E+01
  0.72309594E+00 -0.23569024E+01
  0.73213464E+00 -0.23358986E+01
  0.74117334E+00 -0.23153470E+01
  0.75021204E+00 -0.22953068E+01
  0.75925074E+00 -0.22758413E+01
  0.76828944E+00 -0.22570171E+01
  0.77732814E+00 -0.22389041E+01
  0.78636684E+00 -0.22215752E+01
  0.79540553E+00 -0.22051055E+01
  0.80444423E+00 -0.21895718E+01
  0.81348293E+00 -0.21750518E+01
  0.82252163E+00 -0.21616228E+01
  0.83156033E+00 -0.21493611E+01
  0.84059903E+00 -0.21383400E+01
  0.84963773E+00 -0.21286291E+01
  0.85867643E+00 -0.21202926E+01
  0.86771513E+00 -0.21133878E+01
  0.87675383E+00 -0.21079637E+01
  0.88579253E+00 -0.21040601E+01
  0.89483123E+00 -0.21017060E+01
  0.90386993E+00 -0.21009193E+01
  0.91291676E+00 -0.21008290E+01
  0.92196359E+00 -0.21005583E+01
  0.93101042E+00 -0.21001076E+01
  0.94005726E+00 -0.20994773E+01
